Linux 6.8.0-106-generic (server_ubuntu24.04) 	03/27/26 	_x86_64_	(4 CPU)

00:00:01        CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
10:20:00         0.00      0.00      0.00      0.00      0.00      0.00
10:30:00         0.00      0.00      0.00      0.00      0.00      0.00
10:40:00         0.00      0.00      0.00      0.00      0.00      0.00
10:50:00         0.00      0.00      0.00      0.00      0.00      0.00
11:00:00         0.00      0.00      0.00      0.00      0.00      0.00
11:10:00         0.00      0.00      0.00      0.00      0.00      0.00
11:20:00         0.00      0.00      0.00      0.00      0.00      0.00
11:30:00         0.00      0.00      0.00      0.00      0.00      0.00
11:40:00         0.00      0.00      0.00      0.00      0.00      0.00
11:50:00         0.00      0.00      0.00      0.00      0.00      0.00
12:00:00         0.00      0.00      0.00      0.00      0.00      0.00
12:10:00         0.00      0.00      0.00      0.00      0.00      0.00
12:20:00         0.00      0.00      0.00      0.00      0.00      0.00
12:30:00         0.00      0.00      0.00      0.00      0.00      0.00
12:40:00         0.00      0.00      0.00      0.00      0.00      0.00
12:50:01         0.00      0.00      0.00      0.00      0.00      0.00
13:00:01         0.00      0.00      0.00      0.00      0.00      0.00
13:10:01         0.00      0.00      0.00      0.00      0.00      0.00
13:20:01         0.00      0.00      0.00      0.00      0.00      0.00
13:30:00         0.00      0.00      0.00      0.00      0.00      0.00
13:40:01         0.00      0.00      0.00      0.00      0.00      0.00
13:50:01         0.00      0.00      0.00      0.00      0.00      0.00
14:00:01         0.00      0.00      0.00      0.00      0.00      0.00
14:10:01         0.00      0.00      0.00      0.00      0.00      0.00
14:20:01         0.00      0.00      0.00      0.00      0.00      0.00
14:30:01         0.00      0.00      0.00      0.00      0.00      0.00
14:40:01         0.00      0.00      0.00      0.00      0.00      0.00
14:50:01         0.00      0.00      0.00      0.00      0.00      0.00
15:00:01         0.00      0.00      0.00      0.00      0.00      0.00
15:10:01         0.00      0.00      0.00      0.00      0.00      0.00
15:20:01         0.00      0.00      0.00      0.00      0.00      0.00
15:30:01         0.00      0.00      0.00      0.00      0.00      0.00
15:40:01         0.00      0.00      0.00      0.00      0.00      0.00
15:50:01         0.00      0.00      0.00      0.00      0.00      0.00
16:00:01         0.00      0.00      0.00      0.00      0.00      0.00
16:10:01         0.00      0.00      0.00      0.00      0.00      0.00
16:20:01         0.00      0.00      0.00      0.00      0.00      0.00
16:30:01         0.00      0.00      0.00      0.00      0.00      0.00
16:40:01         0.00      0.00      0.00      0.00      0.00      0.00
16:50:01         0.00      0.00      0.00      0.00      0.00      0.00
17:00:01         0.00      0.00      0.00      0.00      0.00      0.00
17:10:01         0.00      0.00      0.00      0.00      0.00      0.00
17:20:01         0.00      0.00      0.00      0.00      0.00      0.00
17:30:01         0.00      0.00      0.00      0.00      0.00      0.00
17:40:01         0.00      0.00      0.00      0.00      0.00      0.00
17:50:01         0.00      0.00      0.00      0.00      0.00      0.00
18:00:01         0.00      0.00      0.00      0.00      0.00      0.00
18:10:01         0.00      0.00      0.00      0.00      0.00      0.00
18:20:00         0.00      0.00      0.00      0.00      0.00      0.00
18:30:01         0.00      0.00      0.00      0.00      0.00      0.00
18:40:00         0.00      0.00      0.00      0.00      0.00      0.00
18:50:01         0.00      0.00      0.00      0.00      0.00      0.00
19:00:01         0.00      0.00      0.00      0.00      0.00      0.00
19:10:01         0.00      0.00      0.00      0.00      0.00      0.00
19:20:01         0.00      0.00      0.00      0.00      0.00      0.00
19:30:01         0.00      0.00      0.00      0.00      0.00      0.00
19:40:01         0.00      0.00      0.00      0.00      0.00      0.00
19:50:01         0.00      0.00      0.00      0.00      0.00      0.00
20:00:01         0.00      0.00      0.00      0.00      0.00      0.00
20:10:01         0.00      0.00      0.00      0.00      0.00      0.00
20:20:01         0.00      0.00      0.00      0.00      0.00      0.00
20:30:01         0.00      0.00      0.00      0.00      0.00      0.00
20:40:01         0.00      0.00      0.00      0.00      0.00      0.00
20:50:01         0.00      0.00      0.00      0.00      0.00      0.00
21:00:02         0.00      0.00      0.00      0.00      0.00      0.00
21:10:01         0.00      0.00      0.00      0.00      0.00      0.00
21:20:01         0.00      0.00      0.00      0.00      0.00      0.00
21:30:01         0.00      0.00      0.00      0.00      0.00      0.00
21:40:01         0.00      0.00      0.00      0.00      0.00      0.00
21:50:01         0.00      0.00      0.00      0.00      0.00      0.00
22:00:01         0.00      0.00      0.00      0.00      0.00      0.00
22:10:01         0.00      0.00      0.00      0.00      0.00      0.00
22:20:01         0.00      0.00      0.00      0.00      0.00      0.00
22:30:01         0.00      0.00      0.00      0.00      0.00      0.00
22:40:01         0.00      0.00      0.00      0.00      0.00      0.00
22:50:01         0.00      0.00      0.00      0.00      0.00      0.00
23:00:01         0.00      0.00      0.00      0.00      0.00      0.00
23:10:00         0.00      0.00      0.00      0.00      0.00      0.00
23:20:01         0.00      0.00      0.00      0.00      0.00      0.00
23:30:01         0.00      0.00      0.00      0.00      0.00      0.00
23:40:02         0.00      0.00      0.00      0.00      0.00      0.00
23:50:00         0.00      0.00      0.00      0.00      0.00      0.00
Average:         0.00      0.00      0.00      0.00      0.00      0.00

00:00:01      scall/s badcall/s  packet/s     udp/s     tcp/s     hit/s    miss/s   sread/s  swrite/s saccess/s sgetatt/s
00:10:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
00:20:02         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
00:30:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
00:40:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
00:50:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:00:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:10:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:20:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:30:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:40:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:50:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:00:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:10:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:20:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:30:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:40:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:50:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:00:00         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:10:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:20:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:30:00         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:40:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:50:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:00:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:10:00         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:20:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:30:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:40:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:50:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:00:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:10:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:20:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:30:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:00         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:50:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:00:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:10:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:20:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:30:02         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:40:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:50:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:00:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:10:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:20:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:30:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:40:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:00         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:00:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:10:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:20:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:30:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:40:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:50:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
09:00:02         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
